date,open,high,low,close,volume
2023-08-24,661.5232,666.1254,654.0602,662.4139,13593334.0
2023-08-25,662.4139,669.696,634.4398,653.9749,8186508.0
2023-08-28,653.9749,658.6541,646.2921,657.8236,3699494.0
2023-08-29,657.8236,674.3887,653.9575,657.2977,8572942.0
2023-08-30,657.2977,661.581,652.7911,654.2514,13151401.0
2023-08-31,654.2514,664.1501,654.1429,656.7299,13813815.0
2023-09-01,656.7299,657.4302,651.0997,652.3618,8440475.0
2023-09-04,652.3618,653.5603,648.1223,649.0566,8644510.0
2023-09-05,649.0566,663.1937,642.8905,657.081,6701531.0
2023-09-06,657.081,661.5347,648.372,656.2968,8200892.0
2023-09-07,656.2968,658.1749,646.1919,648.948,9676723.0
2023-09-08,648.948,669.4479,644.5352,666.8119,12395334.0
2023-09-11,666.8119,687.5842,658.8475,674.6473,14947850.0
2023-09-12,674.6473,679.7478,673.1712,674.5738,9585357.0
2023-09-13,674.5738,687.7836,663.5709,672.978,9070274.0
2023-09-14,672.978,672.9888,658.0228,661.5212,8625244.0
2023-09-15,661.5212,669.1948,653.3713,663.0746,4730559.0
2023-09-18,663.0746,672.8955,657.3855,669.8,5818091.0
2023-09-19,669.8,678.1415,668.1647,669.2691,11038099.0
2023-09-20,669.2691,684.362,654.2508,669.0374,8317641.0
2023-09-21,669.0374,673.3264,661.5455,662.2169,7953779.0
2023-09-22,662.2169,688.6707,651.4049,657.4673,11635005.0
2023-09-25,657.4673,660.1374,637.684,644.3005,7087278.0
2023-09-26,644.3005,648.8273,627.5186,634.5191,7101589.0
2023-09-27,634.5191,642.4498,630.5135,637.6548,9934744.0
2023-09-28,637.6548,643.3399,634.8874,641.2827,8913786.0
2023-09-29,641.2827,650.7009,636.7092,646.6222,6995476.0
2023-10-02,646.6222,651.0637,634.524,639.7175,7861996.0
2023-10-03,639.7175,642.1615,631.8716,636.6647,14849930.0
2023-10-04,636.6647,644.7733,614.3069,619.5886,9756919.0
2023-10-05,619.5886,623.4236,615.5309,618.6753,9160789.0
2023-10-06,618.6753,627.4541,610.7517,623.2861,4593766.0
2023-10-09,623.2861,626.8029,609.2581,621.0123,9483533.0
2023-10-10,621.0123,629.1801,605.6736,611.2391,10861472.0
2023-10-11,611.2391,612.8289,609.6645,611.7658,13353518.0
2023-10-12,611.7658,616.7022,601.4176,606.0803,13143509.0
2023-10-13,606.0803,611.4787,603.2142,604.5205,9666324.0
2023-10-16,604.5205,615.3843,602.716,607.2775,12009725.0
2023-10-17,607.2775,608.2068,587.8951,596.5715,7240338.0
2023-10-18,596.5715,603.1566,583.4979,592.593,18314403.0
2023-10-19,592.593,595.7382,590.6223,592.3332,6139819.0
2023-10-20,592.3332,601.9239,588.6342,592.2948,9949943.0
2023-10-23,592.2948,593.3436,585.3143,590.4963,12037556.0
2023-10-24,590.4963,593.6368,588.1464,591.3492,10615714.0
2023-10-25,591.3492,596.4405,588.842,594.7064,6124283.0
2023-10-26,594.7064,598.8505,593.535,597.6389,13245791.0
2023-10-27,597.6389,600.3734,592.5908,596.3957,8772704.0
2023-10-30,596.3957,601.7971,594.7046,596.5724,13681085.0
2023-10-31,596.5724,596.9004,580.6141,589.8648,12269240.0
2023-11-01,589.8648,594.1826,585.8037,593.3271,7921353.0
2023-11-02,593.3271,601.2009,589.0647,591.4602,8285808.0
2023-11-03,591.4602,594.6226,588.717,593.9398,7357763.0
2023-11-06,593.9398,598.5288,592.2055,597.0477,11648933.0
2023-11-07,597.0477,605.6224,587.9088,592.9083,7800799.0
2023-11-08,592.9083,603.4522,591.6504,596.7267,7043057.0
2023-11-09,596.7267,596.8622,592.0398,592.3569,10803752.0
2023-11-10,592.3569,594.1146,590.1878,591.634,9335967.0
2023-11-13,591.634,592.5385,588.8985,590.3334,14488367.0
2023-11-14,590.3334,596.4333,582.0215,592.2797,6876985.0
2023-11-15,592.2797,597.091,585.111,595.3743,4838279.0
2023-11-16,595.3743,604.0018,590.7888,599.1576,11982263.0
2023-11-17,599.1576,605.393,593.9791,598.494,4601800.0
2023-11-20,598.494,605.1784,591.1399,596.4061,13112472.0
2023-11-21,596.4061,598.4246,595.8172,598.0611,11167543.0
2023-11-22,598.0611,603.5838,590.6707,594.8273,5765298.0
2023-11-23,594.8273,599.4746,585.144,590.7628,9038683.0
2023-11-24,590.7628,593.0047,580.1935,585.5388,9380639.0
2023-11-27,585.5388,595.1207,576.0309,593.7235,7906774.0
2023-11-28,593.7235,598.0907,585.4107,586.9717,9940055.0
2023-11-29,586.9717,592.2509,586.9322,589.2082,7476849.0
2023-11-30,589.2082,592.0354,584.3211,588.5054,6631733.0
2023-12-01,588.5054,596.1425,586.69,591.5267,9824747.0
2023-12-04,591.5267,598.2514,588.2989,592.0666,13593062.0
2023-12-05,592.0666,594.8755,588.5299,590.2333,9915918.0
2023-12-06,590.2333,595.1844,585.4238,588.1095,5967175.0
2023-12-07,588.1095,589.7957,587.5583,589.2936,6003366.0
